Station id,Station name,Date,Number of trips
282,Karhulantie,2020-07-12,13
282,Karhulantie,2020-07-13,13
282,Karhulantie,2020-07-14,10
282,Karhulantie,2020-07-15,16
282,Karhulantie,2020-07-16,14
282,Karhulantie,2020-07-17,16
282,Karhulantie,2020-07-18,19
282,Karhulantie,2020-07-19,13
282,Karhulantie,2020-07-20,5
282,Karhulantie,2020-07-21,10
282,Karhulantie,2020-07-22,5
282,Karhulantie,2020-07-23,7
282,Karhulantie,2020-07-24,11
282,Karhulantie,2020-07-25,14
282,Karhulantie,2020-07-26,9
282,Karhulantie,2020-07-27,8
282,Karhulantie,2020-07-28,8
282,Karhulantie,2020-07-29,11
282,Karhulantie,2020-07-30,12
283,Alakiventie,2020-07-01,11
283,Alakiventie,2020-07-02,3
283,Alakiventie,2020-07-03,4
283,Alakiventie,2020-07-04,3
283,Alakiventie,2020-07-05,3
283,Alakiventie,2020-07-06,14
283,Alakiventie,2020-07-07,6
283,Alakiventie,2020-07-08,3
283,Alakiventie,2020-07-09,0
283,Alakiventie,2020-07-10,7
283,Alakiventie,2020-07-11,6
283,Alakiventie,2020-07-12,4
283,Alakiventie,2020-07-13,4
283,Alakiventie,2020-07-14,7
283,Alakiventie,2020-07-15,11
283,Alakiventie,2020-07-16,13
283,Alakiventie,2020-07-17,13
283,Alakiventie,2020-07-18,10
283,Alakiventie,2020-07-19,10
283,Alakiventie,2020-07-20,9
283,Alakiventie,2020-07-21,6
283,Alakiventie,2020-07-22,8
283,Alakiventie,2020-07-23,6
283,Alakiventie,2020-07-24,5
283,Alakiventie,2020-07-25,8
283,Alakiventie,2020-07-26,7
283,Alakiventie,2020-07-27,8
283,Alakiventie,2020-07-28,6
283,Alakiventie,2020-07-29,14
283,Alakiventie,2020-07-30,6
284,Myllypuro (M),2020-07-01,15
284,Myllypuro (M),2020-07-02,13
284,Myllypuro (M),2020-07-03,15
284,Myllypuro (M),2020-07-04,10
284,Myllypuro (M),2020-07-05,11
284,Myllypuro (M),2020-07-06,18
284,Myllypuro (M),2020-07-07,19
284,Myllypuro (M),2020-07-08,14
284,Myllypuro (M),2020-07-09,17
284,Myllypuro (M),2020-07-10,23
284,Myllypuro (M),2020-07-11,15
284,Myllypuro (M),2020-07-12,15
284,Myllypuro (M),2020-07-13,24
284,Myllypuro (M),2020-07-14,32
284,Myllypuro (M),2020-07-15,35
284,Myllypuro (M),2020-07-16,25
284,Myllypuro (M),2020-07-17,26
284,Myllypuro (M),2020-07-18,21
284,Myllypuro (M),2020-07-19,15
284,Myllypuro (M),2020-07-20,12
284,Myllypuro (M),2020-07-21,13
284,Myllypuro (M),2020-07-22,16
284,Myllypuro (M),2020-07-23,13
284,Myllypuro (M),2020-07-24,9
284,Myllypuro (M),2020-07-25,12
284,Myllypuro (M),2020-07-26,13
284,Myllypuro (M),2020-07-27,14
284,Myllypuro (M),2020-07-28,13
284,Myllypuro (M),2020-07-29,14
284,Myllypuro (M),2020-07-30,40
285,Orpaanporras,2020-07-01,12
285,Orpaanporras,2020-07-02,6
285,Orpaanporras,2020-07-03,9
285,Orpaanporras,2020-07-04,11
285,Orpaanporras,2020-07-05,15
285,Orpaanporras,2020-07-06,10
285,Orpaanporras,2020-07-07,15
285,Orpaanporras,2020-07-08,10
285,Orpaanporras,2020-07-09,19
285,Orpaanporras,2020-07-10,7
285,Orpaanporras,2020-07-11,12
285,Orpaanporras,2020-07-12,16
285,Orpaanporras,2020-07-13,7
285,Orpaanporras,2020-07-14,17
285,Orpaanporras,2020-07-15,24
285,Orpaanporras,2020-07-16,15
285,Orpaanporras,2020-07-17,18
285,Orpaanporras,2020-07-18,16
285,Orpaanporras,2020-07-19,13
285,Orpaanporras,2020-07-20,12
285,Orpaanporras,2020-07-21,6
285,Orpaanporras,2020-07-22,2
285,Orpaanporras,2020-07-23,7
285,Orpaanporras,2020-07-24,5
285,Orpaanporras,2020-07-25,8
285,Orpaanporras,2020-07-26,3
285,Orpaanporras,2020-07-27,12
285,Orpaanporras,2020-07-28,4
285,Orpaanporras,2020-07-29,8
285,Orpaanporras,2020-07-30,14
286,Mamsellimyllynkatu,2020-07-01,8
286,Mamsellimyllynkatu,2020-07-02,8
286,Mamsellimyllynkatu,2020-07-03,7
286,Mamsellimyllynkatu,2020-07-04,8
286,Mamsellimyllynkatu,2020-07-05,8
286,Mamsellimyllynkatu,2020-07-06,5
286,Mamsellimyllynkatu,2020-07-07,1
286,Mamsellimyllynkatu,2020-07-08,6
286,Mamsellimyllynkatu,2020-07-09,4
286,Mamsellimyllynkatu,2020-07-10,8
286,Mamsellimyllynkatu,2020-07-11,4
286,Mamsellimyllynkatu,2020-07-12,8
286,Mamsellimyllynkatu,2020-07-13,9
286,Mamsellimyllynkatu,2020-07-14,5
286,Mamsellimyllynkatu,2020-07-15,16
286,Mamsellimyllynkatu,2020-07-16,9
286,Mamsellimyllynkatu,2020-07-17,18
286,Mamsellimyllynkatu,2020-07-18,16
286,Mamsellimyllynkatu,2020-07-19,8
286,Mamsellimyllynkatu,2020-07-20,7
286,Mamsellimyllynkatu,2020-07-21,3
286,Mamsellimyllynkatu,2020-07-22,3
286,Mamsellimyllynkatu,2020-07-23,4
286,Mamsellimyllynkatu,2020-07-24,4
286,Mamsellimyllynkatu,2020-07-25,2
286,Mamsellimyllynkatu,2020-07-26,7
286,Mamsellimyllynkatu,2020-07-27,7
286,Mamsellimyllynkatu,2020-07-28,5
286,Mamsellimyllynkatu,2020-07-29,1
286,Mamsellimyllynkatu,2020-07-30,7
290,Vallilan varikko,2020-07-01,22
290,Vallilan varikko,2020-07-02,25
290,Vallilan varikko,2020-07-03,23
290,Vallilan varikko,2020-07-04,24
290,Vallilan varikko,2020-07-05,17
290,Vallilan varikko,2020-07-06,29
290,Vallilan varikko,2020-07-07,31
290,Vallilan varikko,2020-07-08,21
290,Vallilan varikko,2020-07-09,39
290,Vallilan varikko,2020-07-10,19
290,Vallilan varikko,2020-07-11,19
290,Vallilan varikko,2020-07-12,23
290,Vallilan varikko,2020-07-13,18
290,Vallilan varikko,2020-07-14,29
290,Vallilan varikko,2020-07-15,27
290,Vallilan varikko,2020-07-16,38
290,Vallilan varikko,2020-07-17,24
290,Vallilan varikko,2020-07-18,32
290,Vallilan varikko,2020-07-19,24
290,Vallilan varikko,2020-07-20,23
290,Vallilan varikko,2020-07-21,38
290,Vallilan varikko,2020-07-22,39
290,Vallilan varikko,2020-07-23,31
290,Vallilan varikko,2020-07-24,19
290,Vallilan varikko,2020-07-25,19
290,Vallilan varikko,2020-07-26,20
290,Vallilan varikko,2020-07-27,27
290,Vallilan varikko,2020-07-28,29
290,Vallilan varikko,2020-07-29,29
290,Vallilan varikko,2020-07-30,25
291,Itäkeskus Metrovarikko,2020-07-01,8
291,Itäkeskus Metrovarikko,2020-07-02,7
291,Itäkeskus Metrovarikko,2020-07-03,5
291,Itäkeskus Metrovarikko,2020-07-04,4
291,Itäkeskus Metrovarikko,2020-07-05,2
291,Itäkeskus Metrovarikko,2020-07-06,8
291,Itäkeskus Metrovarikko,2020-07-07,10
291,Itäkeskus Metrovarikko,2020-07-08,8
291,Itäkeskus Metrovarikko,2020-07-09,4
291,Itäkeskus Metrovarikko,2020-07-10,9
291,Itäkeskus Metrovarikko,2020-07-11,2
291,Itäkeskus Metrovarikko,2020-07-12,3
291,Itäkeskus Metrovarikko,2020-07-13,7
291,Itäkeskus Metrovarikko,2020-07-14,5
291,Itäkeskus Metrovarikko,2020-07-15,9
291,Itäkeskus Metrovarikko,2020-07-16,5
291,Itäkeskus Metrovarikko,2020-07-17,5
291,Itäkeskus Metrovarikko,2020-07-18,3
291,Itäkeskus Metrovarikko,2020-07-19,2
291,Itäkeskus Metrovarikko,2020-07-20,6
291,Itäkeskus Metrovarikko,2020-07-21,3
291,Itäkeskus Metrovarikko,2020-07-22,5
291,Itäkeskus Metrovarikko,2020-07-23,7
291,Itäkeskus Metrovarikko,2020-07-24,4
291,Itäkeskus Metrovarikko,2020-07-25,2
291,Itäkeskus Metrovarikko,2020-07-26,4
291,Itäkeskus Metrovarikko,2020-07-27,6
291,Itäkeskus Metrovarikko,2020-07-28,7
291,Itäkeskus Metrovarikko,2020-07-29,3
291,Itäkeskus Metrovarikko,2020-07-30,0
292,Koskelan varikko,2020-07-01,19
292,Koskelan varikko,2020-07-02,26
292,Koskelan varikko,2020-07-03,25
292,Koskelan varikko,2020-07-04,15
292,Koskelan varikko,2020-07-05,12
292,Koskelan varikko,2020-07-06,21
292,Koskelan varikko,2020-07-07,19
292,Koskelan varikko,2020-07-08,27
292,Koskelan varikko,2020-07-09,22
292,Koskelan varikko,2020-07-10,25
292,Koskelan varikko,2020-07-11,11
292,Koskelan varikko,2020-07-12,31
292,Koskelan varikko,2020-07-13,20
292,Koskelan varikko,2020-07-14,21
292,Koskelan varikko,2020-07-15,21
292,Koskelan varikko,2020-07-16,20
292,Koskelan varikko,2020-07-17,25
292,Koskelan varikko,2020-07-18,22
292,Koskelan varikko,2020-07-19,24
292,Koskelan varikko,2020-07-20,17
292,Koskelan varikko,2020-07-21,31
292,Koskelan varikko,2020-07-22,15
292,Koskelan varikko,2020-07-23,14
292,Koskelan varikko,2020-07-24,22
292,Koskelan varikko,2020-07-25,20
292,Koskelan varikko,2020-07-26,13
292,Koskelan varikko,2020-07-27,13
292,Koskelan varikko,2020-07-28,9
292,Koskelan varikko,2020-07-29,12
292,Koskelan varikko,2020-07-30,25
293,Korkeasaari,2020-07-01,33
293,Korkeasaari,2020-07-02,34
293,Korkeasaari,2020-07-03,33
293,Korkeasaari,2020-07-04,31
293,Korkeasaari,2020-07-05,38
293,Korkeasaari,2020-07-06,23
293,Korkeasaari,2020-07-07,32
293,Korkeasaari,2020-07-08,27
293,Korkeasaari,2020-07-09,23
293,Korkeasaari,2020-07-10,40
293,Korkeasaari,2020-07-11,7
293,Korkeasaari,2020-07-12,52
293,Korkeasaari,2020-07-13,20
293,Korkeasaari,2020-07-14,42
293,Korkeasaari,2020-07-15,62
293,Korkeasaari,2020-07-16,60
293,Korkeasaari,2020-07-17,77
293,Korkeasaari,2020-07-18,110
293,Korkeasaari,2020-07-19,96
293,Korkeasaari,2020-07-20,57
293,Korkeasaari,2020-07-21,40
293,Korkeasaari,2020-07-22,31
293,Korkeasaari,2020-07-23,18
293,Korkeasaari,2020-07-24,10
293,Korkeasaari,2020-07-25,15
293,Korkeasaari,2020-07-26,70
293,Korkeasaari,2020-07-27,61
293,Korkeasaari,2020-07-28,16
293,Korkeasaari,2020-07-29,16
293,Korkeasaari,2020-07-30,28
501,Hanasaari,2020-07-01,20
501,Hanasaari,2020-07-02,24
501,Hanasaari,2020-07-03,34
501,Hanasaari,2020-07-04,9
501,Hanasaari,2020-07-05,23
501,Hanasaari,2020-07-06,20
501,Hanasaari,2020-07-07,17
501,Hanasaari,2020-07-08,20
501,Hanasaari,2020-07-09,17
501,Hanasaari,2020-07-10,29
501,Hanasaari,2020-07-11,23
501,Hanasaari,2020-07-12,55
501,Hanasaari,2020-07-13,19
501,Hanasaari,2020-07-14,32
501,Hanasaari,2020-07-15,31
501,Hanasaari,2020-07-16,42
501,Hanasaari,2020-07-17,38
501,Hanasaari,2020-07-18,34
501,Hanasaari,2020-07-19,30
501,Hanasaari,2020-07-20,12
501,Hanasaari,2020-07-21,24
501,Hanasaari,2020-07-22,13
501,Hanasaari,2020-07-23,14
501,Hanasaari,2020-07-24,11
501,Hanasaari,2020-07-25,30
501,Hanasaari,2020-07-26,34
501,Hanasaari,2020-07-27,31
501,Hanasaari,2020-07-28,6
501,Hanasaari,2020-07-29,8
501,Hanasaari,2020-07-30,17
503,Keilalahti,2020-07-01,19
503,Keilalahti,2020-07-02,21
503,Keilalahti,2020-07-03,33
503,Keilalahti,2020-07-04,6
503,Keilalahti,2020-07-05,12
503,Keilalahti,2020-07-06,17
503,Keilalahti,2020-07-07,15
503,Keilalahti,2020-07-08,18
503,Keilalahti,2020-07-09,19
503,Keilalahti,2020-07-10,26
503,Keilalahti,2020-07-11,6
503,Keilalahti,2020-07-12,15
503,Keilalahti,2020-07-13,14
503,Keilalahti,2020-07-14,24
503,Keilalahti,2020-07-15,25
503,Keilalahti,2020-07-16,23
503,Keilalahti,2020-07-17,32
503,Keilalahti,2020-07-18,36
503,Keilalahti,2020-07-19,28
503,Keilalahti,2020-07-20,33
503,Keilalahti,2020-07-21,32
503,Keilalahti,2020-07-22,16
503,Keilalahti,2020-07-23,14
503,Keilalahti,2020-07-24,10
503,Keilalahti,2020-07-25,25
503,Keilalahti,2020-07-26,18
503,Keilalahti,2020-07-27,25
503,Keilalahti,2020-07-28,19
503,Keilalahti,2020-07-29,21
503,Keilalahti,2020-07-30,19
505,Westendinasema,2020-07-01,13
505,Westendinasema,2020-07-02,31
505,Westendinasema,2020-07-03,29
505,Westendinasema,2020-07-04,10
505,Westendinasema,2020-07-05,14
505,Westendinasema,2020-07-06,12
505,Westendinasema,2020-07-07,23
505,Westendinasema,2020-07-08,21
505,Westendinasema,2020-07-09,22
505,Westendinasema,2020-07-10,27
505,Westendinasema,2020-07-11,8
505,Westendinasema,2020-07-12,27
505,Westendinasema,2020-07-13,11
505,Westendinasema,2020-07-14,31
505,Westendinasema,2020-07-15,36
505,Westendinasema,2020-07-16,41
505,Westendinasema,2020-07-17,39
505,Westendinasema,2020-07-18,63
505,Westendinasema,2020-07-19,69
505,Westendinasema,2020-07-20,32
505,Westendinasema,2020-07-21,31
505,Westendinasema,2020-07-22,19
505,Westendinasema,2020-07-23,14
505,Westendinasema,2020-07-24,19
505,Westendinasema,2020-07-25,15
505,Westendinasema,2020-07-26,40
505,Westendinasema,2020-07-27,59
505,Westendinasema,2020-07-28,16
505,Westendinasema,2020-07-29,20
505,Westendinasema,2020-07-30,21
507,Golfpolku,2020-07-01,7
507,Golfpolku,2020-07-02,3
507,Golfpolku,2020-07-03,9
507,Golfpolku,2020-07-04,8
507,Golfpolku,2020-07-05,4
507,Golfpolku,2020-07-06,4
507,Golfpolku,2020-07-07,3
507,Golfpolku,2020-07-08,7
507,Golfpolku,2020-07-09,4
507,Golfpolku,2020-07-10,7
507,Golfpolku,2020-07-11,5
507,Golfpolku,2020-07-12,10
507,Golfpolku,2020-07-13,5
507,Golfpolku,2020-07-14,10
507,Golfpolku,2020-07-15,6
507,Golfpolku,2020-07-16,7
507,Golfpolku,2020-07-17,11
507,Golfpolku,2020-07-18,10
507,Golfpolku,2020-07-19,10
507,Golfpolku,2020-07-20,9
507,Golfpolku,2020-07-21,10
507,Golfpolku,2020-07-22,4
507,Golfpolku,2020-07-23,7
507,Golfpolku,2020-07-24,8
507,Golfpolku,2020-07-25,9
507,Golfpolku,2020-07-26,8
507,Golfpolku,2020-07-27,5
507,Golfpolku,2020-07-28,4
507,Golfpolku,2020-07-29,10
507,Golfpolku,2020-07-30,5
509,Revontulentie,2020-07-01,15
509,Revontulentie,2020-07-02,20
509,Revontulentie,2020-07-03,20
509,Revontulentie,2020-07-04,10
509,Revontulentie,2020-07-05,11
509,Revontulentie,2020-07-06,11
509,Revontulentie,2020-07-07,14
509,Revontulentie,2020-07-08,11
509,Revontulentie,2020-07-09,10
509,Revontulentie,2020-07-10,20
509,Revontulentie,2020-07-11,9
509,Revontulentie,2020-07-12,16
509,Revontulentie,2020-07-13,12
509,Revontulentie,2020-07-14,28
509,Revontulentie,2020-07-15,17
509,Revontulentie,2020-07-16,23
509,Revontulentie,2020-07-17,10
509,Revontulentie,2020-07-18,8
509,Revontulentie,2020-07-19,20
509,Revontulentie,2020-07-20,12
509,Revontulentie,2020-07-21,22
509,Revontulentie,2020-07-22,15
509,Revontulentie,2020-07-23,16
509,Revontulentie,2020-07-24,10
509,Revontulentie,2020-07-25,14
509,Revontulentie,2020-07-26,18
509,Revontulentie,2020-07-27,16
509,Revontulentie,2020-07-28,7
509,Revontulentie,2020-07-29,1
509,Revontulentie,2020-07-30,11
511,Sateentie,2020-07-01,22
511,Sateentie,2020-07-02,26
511,Sateentie,2020-07-03,39
511,Sateentie,2020-07-04,16
511,Sateentie,2020-07-05,20
511,Sateentie,2020-07-06,13
511,Sateentie,2020-07-07,14
511,Sateentie,2020-07-08,32
511,Sateentie,2020-07-09,17
511,Sateentie,2020-07-10,18
511,Sateentie,2020-07-11,22
511,Sateentie,2020-07-12,33
511,Sateentie,2020-07-13,12
511,Sateentie,2020-07-14,21
511,Sateentie,2020-07-15,27
511,Sateentie,2020-07-16,23
511,Sateentie,2020-07-17,23
511,Sateentie,2020-07-18,24
511,Sateentie,2020-07-19,21
511,Sateentie,2020-07-20,31
511,Sateentie,2020-07-21,13
511,Sateentie,2020-07-22,18
511,Sateentie,2020-07-23,16
511,Sateentie,2020-07-24,16
511,Sateentie,2020-07-25,10
511,Sateentie,2020-07-26,24
511,Sateentie,2020-07-27,29
511,Sateentie,2020-07-28,20
511,Sateentie,2020-07-29,24
511,Sateentie,2020-07-30,13
513,Hakalehto,2020-07-01,28
513,Hakalehto,2020-07-02,24
513,Hakalehto,2020-07-03,45
513,Hakalehto,2020-07-04,22
513,Hakalehto,2020-07-05,10
513,Hakalehto,2020-07-06,37
513,Hakalehto,2020-07-07,15
513,Hakalehto,2020-07-08,22
513,Hakalehto,2020-07-09,18
513,Hakalehto,2020-07-10,33
513,Hakalehto,2020-07-11,14
513,Hakalehto,2020-07-12,20
513,Hakalehto,2020-07-13,22
513,Hakalehto,2020-07-14,16
513,Hakalehto,2020-07-15,29
513,Hakalehto,2020-07-16,33
513,Hakalehto,2020-07-17,24
513,Hakalehto,2020-07-18,13
513,Hakalehto,2020-07-19,15
513,Hakalehto,2020-07-20,31
513,Hakalehto,2020-07-21,25
513,Hakalehto,2020-07-22,24
513,Hakalehto,2020-07-23,19
513,Hakalehto,2020-07-24,19
513,Hakalehto,2020-07-25,16
513,Hakalehto,2020-07-26,19
513,Hakalehto,2020-07-27,23
513,Hakalehto,2020-07-28,21
513,Hakalehto,2020-07-29,27
513,Hakalehto,2020-07-30,26
515,Oravannahkatori,2020-07-01,19
515,Oravannahkatori,2020-07-02,13
515,Oravannahkatori,2020-07-03,10
515,Oravannahkatori,2020-07-04,9
515,Oravannahkatori,2020-07-05,6
515,Oravannahkatori,2020-07-06,11
515,Oravannahkatori,2020-07-07,11
515,Oravannahkatori,2020-07-08,13
515,Oravannahkatori,2020-07-09,15
515,Oravannahkatori,2020-07-10,14
515,Oravannahkatori,2020-07-11,11
515,Oravannahkatori,2020-07-12,28
515,Oravannahkatori,2020-07-13,14
515,Oravannahkatori,2020-07-14,10
515,Oravannahkatori,2020-07-15,14
515,Oravannahkatori,2020-07-16,10
515,Oravannahkatori,2020-07-17,21
515,Oravannahkatori,2020-07-18,14
515,Oravannahkatori,2020-07-19,4
515,Oravannahkatori,2020-07-20,12
515,Oravannahkatori,2020-07-21,16
515,Oravannahkatori,2020-07-22,18
515,Oravannahkatori,2020-07-23,13
515,Oravannahkatori,2020-07-24,7
515,Oravannahkatori,2020-07-25,10
515,Oravannahkatori,2020-07-26,13
515,Oravannahkatori,2020-07-27,10
515,Oravannahkatori,2020-07-28,9
515,Oravannahkatori,2020-07-29,9
515,Oravannahkatori,2020-07-30,11
517,Länsituuli,2020-07-01,71
517,Länsituuli,2020-07-02,60
517,Länsituuli,2020-07-03,67
517,Länsituuli,2020-07-04,46
517,Länsituuli,2020-07-05,27
517,Länsituuli,2020-07-06,61
517,Länsituuli,2020-07-07,50
517,Länsituuli,2020-07-08,64
517,Länsituuli,2020-07-09,57
517,Länsituuli,2020-07-10,80
517,Länsituuli,2020-07-11,27
517,Länsituuli,2020-07-12,56
517,Länsituuli,2020-07-13,40
517,Länsituuli,2020-07-14,52
517,Länsituuli,2020-07-15,54
517,Länsituuli,2020-07-16,64
517,Länsituuli,2020-07-17,65
517,Länsituuli,2020-07-18,61
517,Länsituuli,2020-07-19,37
517,Länsituuli,2020-07-20,61
517,Länsituuli,2020-07-21,65
517,Länsituuli,2020-07-22,61
517,Länsituuli,2020-07-23,53
517,Länsituuli,2020-07-24,43
517,Länsituuli,2020-07-25,54
517,Länsituuli,2020-07-26,43
517,Länsituuli,2020-07-27,55
517,Länsituuli,2020-07-28,47
517,Länsituuli,2020-07-29,51
517,Länsituuli,2020-07-30,68
518,Tuulimäki,2020-07-01,3
518,Tuulimäki,2020-07-02,9
518,Tuulimäki,2020-07-03,8
518,Tuulimäki,2020-07-04,1
518,Tuulimäki,2020-07-05,9
518,Tuulimäki,2020-07-06,9
518,Tuulimäki,2020-07-07,6
518,Tuulimäki,2020-07-08,8
518,Tuulimäki,2020-07-09,10
518,Tuulimäki,2020-07-10,5
518,Tuulimäki,2020-07-11,4
518,Tuulimäki,2020-07-12,13
518,Tuulimäki,2020-07-13,7
518,Tuulimäki,2020-07-14,13
518,Tuulimäki,2020-07-15,5
518,Tuulimäki,2020-07-16,12
518,Tuulimäki,2020-07-17,9
518,Tuulimäki,2020-07-18,10
518,Tuulimäki,2020-07-19,12
518,Tuulimäki,2020-07-20,11
518,Tuulimäki,2020-07-21,8
518,Tuulimäki,2020-07-22,15
518,Tuulimäki,2020-07-23,8
518,Tuulimäki,2020-07-24,4
518,Tuulimäki,2020-07-25,8
518,Tuulimäki,2020-07-26,7
518,Tuulimäki,2020-07-27,7
518,Tuulimäki,2020-07-28,5
518,Tuulimäki,2020-07-29,6
518,Tuulimäki,2020-07-30,5
519,Tapionaukio,2020-07-01,47
519,Tapionaukio,2020-07-02,52
519,Tapionaukio,2020-07-03,65
519,Tapionaukio,2020-07-04,28
519,Tapionaukio,2020-07-05,27
519,Tapionaukio,2020-07-06,46
519,Tapionaukio,2020-07-07,42
519,Tapionaukio,2020-07-08,59
519,Tapionaukio,2020-07-09,55
519,Tapionaukio,2020-07-10,53
519,Tapionaukio,2020-07-11,23
519,Tapionaukio,2020-07-12,43
519,Tapionaukio,2020-07-13,26
519,Tapionaukio,2020-07-14,50
519,Tapionaukio,2020-07-15,73
519,Tapionaukio,2020-07-16,56
519,Tapionaukio,2020-07-17,52
519,Tapionaukio,2020-07-18,51
519,Tapionaukio,2020-07-19,58
519,Tapionaukio,2020-07-20,45
519,Tapionaukio,2020-07-21,71
519,Tapionaukio,2020-07-22,49
519,Tapionaukio,2020-07-23,34
519,Tapionaukio,2020-07-24,47
519,Tapionaukio,2020-07-25,38
519,Tapionaukio,2020-07-26,46
519,Tapionaukio,2020-07-27,53
519,Tapionaukio,2020-07-28,41
519,Tapionaukio,2020-07-29,36
519,Tapionaukio,2020-07-30,51
521,Kulttuuriaukio,2020-07-01,20
521,Kulttuuriaukio,2020-07-02,29
521,Kulttuuriaukio,2020-07-03,27
521,Kulttuuriaukio,2020-07-04,11
521,Kulttuuriaukio,2020-07-05,15
521,Kulttuuriaukio,2020-07-06,23
521,Kulttuuriaukio,2020-07-07,27
521,Kulttuuriaukio,2020-07-08,19
521,Kulttuuriaukio,2020-07-09,20
521,Kulttuuriaukio,2020-07-10,23
521,Kulttuuriaukio,2020-07-11,13
521,Kulttuuriaukio,2020-07-12,20
521,Kulttuuriaukio,2020-07-13,24
521,Kulttuuriaukio,2020-07-14,34
521,Kulttuuriaukio,2020-07-15,39
521,Kulttuuriaukio,2020-07-16,28
521,Kulttuuriaukio,2020-07-17,35
521,Kulttuuriaukio,2020-07-18,19
521,Kulttuuriaukio,2020-07-19,26
521,Kulttuuriaukio,2020-07-20,25
521,Kulttuuriaukio,2020-07-21,32
521,Kulttuuriaukio,2020-07-22,28
521,Kulttuuriaukio,2020-07-23,19
521,Kulttuuriaukio,2020-07-24,14
521,Kulttuuriaukio,2020-07-25,13
521,Kulttuuriaukio,2020-07-26,14
521,Kulttuuriaukio,2020-07-27,15
521,Kulttuuriaukio,2020-07-28,18
521,Kulttuuriaukio,2020-07-29,20
521,Kulttuuriaukio,2020-07-30,22
523,Ahertajantie,2020-07-01,25
523,Ahertajantie,2020-07-02,21
523,Ahertajantie,2020-07-03,9
523,Ahertajantie,2020-07-04,5
523,Ahertajantie,2020-07-05,17
523,Ahertajantie,2020-07-06,19
523,Ahertajantie,2020-07-07,21
523,Ahertajantie,2020-07-08,23
523,Ahertajantie,2020-07-09,21
523,Ahertajantie,2020-07-10,21
523,Ahertajantie,2020-07-11,11
523,Ahertajantie,2020-07-12,9
523,Ahertajantie,2020-07-13,13
523,Ahertajantie,2020-07-14,32
523,Ahertajantie,2020-07-15,20
523,Ahertajantie,2020-07-16,22
523,Ahertajantie,2020-07-17,17
523,Ahertajantie,2020-07-18,12
523,Ahertajantie,2020-07-19,9
523,Ahertajantie,2020-07-20,16
523,Ahertajantie,2020-07-21,17
523,Ahertajantie,2020-07-22,14
523,Ahertajantie,2020-07-23,11
523,Ahertajantie,2020-07-24,12
523,Ahertajantie,2020-07-25,10
523,Ahertajantie,2020-07-26,13
523,Ahertajantie,2020-07-27,16
523,Ahertajantie,2020-07-28,15
523,Ahertajantie,2020-07-29,11
523,Ahertajantie,2020-07-30,16
525,Mäntyviita,2020-07-01,30
525,Mäntyviita,2020-07-02,20
525,Mäntyviita,2020-07-03,18
525,Mäntyviita,2020-07-04,19
525,Mäntyviita,2020-07-05,22
525,Mäntyviita,2020-07-06,20
525,Mäntyviita,2020-07-07,19
525,Mäntyviita,2020-07-08,20
525,Mäntyviita,2020-07-09,22
525,Mäntyviita,2020-07-10,27
525,Mäntyviita,2020-07-11,7
525,Mäntyviita,2020-07-12,19
525,Mäntyviita,2020-07-13,15
525,Mäntyviita,2020-07-14,13
525,Mäntyviita,2020-07-15,28
525,Mäntyviita,2020-07-16,22
525,Mäntyviita,2020-07-17,24
525,Mäntyviita,2020-07-18,20
525,Mäntyviita,2020-07-19,17
525,Mäntyviita,2020-07-20,19
525,Mäntyviita,2020-07-21,23
525,Mäntyviita,2020-07-22,16
525,Mäntyviita,2020-07-23,19
525,Mäntyviita,2020-07-24,12
525,Mäntyviita,2020-07-25,14
525,Mäntyviita,2020-07-26,34
525,Mäntyviita,2020-07-27,17
525,Mäntyviita,2020-07-28,15
525,Mäntyviita,2020-07-29,22
525,Mäntyviita,2020-07-30,28
527,Otsolahti,2020-07-01,22
527,Otsolahti,2020-07-02,31
527,Otsolahti,2020-07-03,26
527,Otsolahti,2020-07-04,18
527,Otsolahti,2020-07-05,23
527,Otsolahti,2020-07-06,26
527,Otsolahti,2020-07-07,23
527,Otsolahti,2020-07-08,42
527,Otsolahti,2020-07-09,31
527,Otsolahti,2020-07-10,38
527,Otsolahti,2020-07-11,26
527,Otsolahti,2020-07-12,22
527,Otsolahti,2020-07-13,25
527,Otsolahti,2020-07-14,35
527,Otsolahti,2020-07-15,44
527,Otsolahti,2020-07-16,37
527,Otsolahti,2020-07-17,40
527,Otsolahti,2020-07-18,41
527,Otsolahti,2020-07-19,48
527,Otsolahti,2020-07-20,30
527,Otsolahti,2020-07-21,40
527,Otsolahti,2020-07-22,32
527,Otsolahti,2020-07-23,26
527,Otsolahti,2020-07-24,25
527,Otsolahti,2020-07-25,26
527,Otsolahti,2020-07-26,40
527,Otsolahti,2020-07-27,43
527,Otsolahti,2020-07-28,22
527,Otsolahti,2020-07-29,27
527,Otsolahti,2020-07-30,26
529,Keilaniemi (M),2020-07-01,36
529,Keilaniemi (M),2020-07-02,30
529,Keilaniemi (M),2020-07-03,49
529,Keilaniemi (M),2020-07-04,14
529,Keilaniemi (M),2020-07-05,24
529,Keilaniemi (M),2020-07-06,37
529,Keilaniemi (M),2020-07-07,32
529,Keilaniemi (M),2020-07-08,36
529,Keilaniemi (M),2020-07-09,36
529,Keilaniemi (M),2020-07-10,38
529,Keilaniemi (M),2020-07-11,19
529,Keilaniemi (M),2020-07-12,28
529,Keilaniemi (M),2020-07-13,24
